task_id,task_type,complexity,assigned_to,duration_minutes,resolved,user_feedback,previous_attempts,urgency,automation_possible,efficiency_index
2402,Billing,5,AI,8,Yes,4,2,Medium,No,0.5
2403,HR,5,AI,6,Yes,3,2,High,No,0.5
2404,Billing,5,AI,54,Yes,4,2,Medium,No,0.074
2405,Technical,5,Human,6,Yes,5,2,Low,No,0.833
2406,Customer Support,2,AI,30,Yes,1,2,Medium,No,0.033
2407,Technical,4,AI,5,Yes,5,1,Medium,No,1.0
2408,Customer Support,5,AI,58,Yes,5,3,High,No,0.086
2409,HR,2,AI,7,Yes,5,0,Medium,Yes,0.714
2410,Customer Support,4,AI,49,No,5,2,Medium,No,0.102
2411,Technical,3,Human,17,Yes,4,2,High,No,0.235
2412,HR,4,Human,59,Yes,1,2,Medium,No,0.017
2413,Customer Support,5,Human,27,Yes,5,2,Low,No,0.185
2414,Customer Support,3,Human,38,Yes,5,0,Low,No,0.132
2415,Customer Support,1,Human,49,Yes,2,3,Medium,No,0.041
2416,Customer Support,4,AI,21,Yes,4,2,Medium,No,0.19
2417,Customer Support,3,Human,38,Yes,2,1,Low,No,0.053
2418,Customer Support,3,Human,22,Yes,3,2,Low,No,0.136
2419,Technical,1,AI,48,Yes,5,1,Low,No,0.104
2420,Technical,4,Human,8,Yes,4,1,High,No,0.5
2421,Billing,1,Human,41,Yes,5,2,High,No,0.122
2422,Billing,3,Human,34,Yes,2,1,High,No,0.059
2423,Technical,2,Human,45,No,4,0,High,No,0.089
2424,Customer Support,5,Human,57,Yes,1,2,Medium,No,0.018
2425,HR,3,AI,56,Yes,5,2,Medium,No,0.089
2426,HR,1,AI,60,Yes,5,0,High,No,0.083
2427,Technical,2,Human,56,Yes,2,1,Medium,No,0.036
2428,Billing,4,Human,57,Yes,5,0,Medium,No,0.088
2429,HR,2,Human,28,Yes,3,3,High,No,0.107
2430,Technical,4,Human,29,Yes,2,2,High,No,0.069
2431,Billing,2,Human,52,Yes,1,0,Medium,No,0.019
2432,Customer Support,2,Human,45,Yes,1,1,Low,No,0.022
2433,Technical,2,Human,42,Yes,2,0,Low,No,0.048
2434,Billing,4,Human,54,Yes,3,1,Medium,No,0.056
2435,Customer Support,4,AI,53,Yes,5,2,Medium,No,0.094
2436,Customer Support,2,Human,9,Yes,2,1,Low,Yes,0.222
2437,Technical,3,Human,58,No,3,3,Low,No,0.052
2438,HR,2,AI,32,Yes,2,2,High,No,0.062
2439,Technical,2,AI,11,Yes,1,0,High,Yes,0.091
2440,Customer Support,5,AI,12,Yes,5,2,Low,No,0.417
2441,Customer Support,1,Human,6,Yes,1,3,Medium,Yes,0.167
2442,HR,1,AI,18,Yes,1,2,Medium,Yes,0.056
2443,Technical,2,Human,60,Yes,3,2,Low,No,0.05
2444,HR,2,AI,59,Yes,2,2,Medium,No,0.034
2445,Technical,2,AI,55,Yes,2,3,Low,No,0.036
2446,HR,4,Human,52,Yes,1,0,Low,No,0.019
2447,HR,5,Human,11,No,4,1,Medium,No,0.364
2448,Technical,4,Human,42,Yes,2,0,Low,No,0.048
2449,HR,1,Human,12,Yes,3,3,High,Yes,0.25
2450,Technical,2,AI,53,Yes,4,2,High,No,0.075
2451,Customer Support,3,Human,13,Yes,1,3,Low,No,0.077
2452,Technical,4,AI,56,No,3,2,Medium,No,0.054
2453,HR,4,AI,36,Yes,4,1,High,No,0.111
2454,Billing,3,Human,38,Yes,5,2,Medium,No,0.132
2455,Customer Support,4,AI,24,Yes,1,3,Low,No,0.042
2456,Technical,5,Human,40,Yes,4,3,High,No,0.1
2457,Customer Support,5,Human,12,Yes,2,3,Low,No,0.167
2458,Technical,1,Human,28,Yes,4,3,Medium,No,0.143
2459,Technical,4,Human,17,Yes,5,3,Medium,No,0.294
2460,Billing,2,Human,9,Yes,2,2,Low,Yes,0.222
2461,Billing,4,AI,58,Yes,3,2,Medium,No,0.052
2462,Billing,1,AI,58,Yes,5,1,Medium,No,0.086
2463,HR,2,Human,41,Yes,5,3,Low,No,0.122
2464,Billing,1,AI,38,Yes,1,2,High,No,0.026
2465,Technical,4,AI,52,Yes,1,2,High,No,0.019
2466,Billing,4,Human,27,Yes,1,3,Low,No,0.037
2467,HR,4,AI,54,Yes,5,0,High,No,0.093
2468,Technical,2,Human,56,Yes,3,1,Medium,No,0.054
2469,Customer Support,2,AI,40,Yes,4,3,High,No,0.1
2470,Customer Support,2,AI,48,Yes,5,1,Low,No,0.104
2471,Billing,2,Human,21,Yes,3,0,Low,No,0.143
2472,HR,3,AI,18,Yes,4,0,Medium,No,0.222
2473,Customer Support,3,Human,28,Yes,3,1,Low,No,0.107
2474,Customer Support,2,AI,13,Yes,2,1,Low,Yes,0.154
2475,HR,4,AI,33,Yes,5,1,High,No,0.152
2476,HR,3,Human,19,Yes,4,3,High,No,0.211
2477,Billing,2,Human,14,Yes,4,0,Low,Yes,0.286
2478,HR,2,AI,17,Yes,3,1,Low,Yes,0.176
2479,Technical,1,Human,24,Yes,4,0,Low,No,0.167
2480,Customer Support,3,AI,60,Yes,4,1,High,No,0.067
2481,Customer Support,4,Human,39,Yes,1,2,Low,No,0.026
2482,Technical,2,Human,26,Yes,4,1,Medium,No,0.154
2483,HR,2,AI,8,Yes,3,1,High,Yes,0.375
2484,Customer Support,1,Human,35,Yes,5,3,Low,No,0.143
2485,Technical,4,AI,57,Yes,1,2,High,No,0.018
2486,Technical,1,Human,44,Yes,1,0,Medium,No,0.023
2487,Technical,3,AI,27,Yes,3,3,Medium,No,0.111
2488,HR,2,Human,16,Yes,5,2,Medium,Yes,0.312
2489,Customer Support,3,Human,16,Yes,4,1,High,No,0.25
2490,HR,2,AI,46,Yes,4,1,High,No,0.087
2491,HR,4,Human,46,No,1,3,High,No,0.022
2492,HR,4,Human,24,Yes,3,3,Low,No,0.125
2493,Billing,5,Human,36,Yes,5,3,Low,No,0.139
2494,Technical,5,AI,17,Yes,5,1,High,No,0.294
2495,Customer Support,3,AI,46,Yes,3,1,Medium,No,0.065
2496,HR,4,Human,60,Yes,4,0,Low,No,0.067
2497,Customer Support,4,AI,59,Yes,1,0,High,No,0.017
2498,Customer Support,4,Human,31,Yes,5,0,Medium,No,0.161
2499,Customer Support,2,AI,33,Yes,2,3,Medium,No,0.061
2500,Customer Support,2,Human,11,Yes,2,1,High,Yes,0.182
2501,HR,4,Human,45,Yes,5,2,High,No,0.111
2502,Technical,4,Human,54,Yes,3,0,High,No,0.056
2503,Technical,2,AI,5,Yes,1,3,Low,Yes,0.2
2504,Billing,4,Human,11,Yes,3,2,Medium,No,0.273
2505,Customer Support,2,Human,48,Yes,2,2,Low,No,0.042
2506,Billing,2,Human,39,Yes,2,1,High,No,0.051
2507,Customer Support,3,Human,21,Yes,3,2,High,No,0.143
2508,Customer Support,4,AI,40,Yes,2,1,Low,No,0.05
2509,Technical,1,Human,15,Yes,3,3,High,Yes,0.2
2510,Billing,2,AI,56,Yes,5,3,Low,No,0.089
2511,Technical,1,AI,57,Yes,1,1,Medium,No,0.018
2512,Customer Support,3,Human,38,Yes,5,2,Medium,No,0.132
2513,Technical,5,Human,11,Yes,1,3,Medium,No,0.091
2514,Customer Support,2,AI,5,Yes,2,0,High,Yes,0.4
2515,HR,5,AI,24,Yes,2,2,Low,No,0.083
2516,Customer Support,5,AI,35,Yes,2,0,Medium,No,0.057
2517,Customer Support,4,AI,57,Yes,5,1,Low,No,0.088
2518,Customer Support,2,AI,31,Yes,3,3,Low,No,0.097
2519,HR,4,Human,23,Yes,2,1,Medium,No,0.087
2520,HR,5,AI,20,Yes,4,2,Low,No,0.2
2521,Customer Support,1,Human,15,Yes,5,0,High,Yes,0.333
2522,HR,2,AI,11,Yes,5,2,Medium,Yes,0.455
2523,Billing,2,AI,57,Yes,1,3,Medium,No,0.018
2524,HR,4,Human,43,No,2,1,High,No,0.047
2525,Billing,3,AI,11,Yes,3,1,Low,No,0.273
2526,Billing,2,Human,33,Yes,4,0,Medium,No,0.121
2527,Technical,4,Human,53,Yes,1,1,Low,No,0.019
2528,HR,5,AI,46,Yes,2,2,High,No,0.043
2529,HR,2,Human,26,Yes,1,1,Low,No,0.038
2530,HR,3,AI,34,Yes,2,2,Low,No,0.059
2531,Customer Support,1,AI,9,Yes,5,1,Medium,Yes,0.556
2532,Billing,1,AI,32,Yes,1,0,Low,No,0.031
2533,HR,5,AI,11,No,1,0,Medium,No,0.091
2534,Billing,3,AI,8,Yes,1,3,Medium,No,0.125
2535,Customer Support,2,Human,44,Yes,1,1,Medium,No,0.023
2536,Customer Support,3,AI,5,Yes,4,0,Low,No,0.8
2537,HR,5,Human,7,Yes,3,3,High,No,0.429
2538,HR,5,AI,18,No,3,3,High,No,0.167
2539,Customer Support,3,AI,12,Yes,3,2,Low,No,0.25
2540,Billing,4,AI,37,Yes,4,2,Low,No,0.108
2541,Customer Support,5,AI,27,Yes,1,1,High,No,0.037
2542,Technical,3,AI,18,Yes,4,0,Low,No,0.222
2543,HR,4,AI,58,Yes,4,1,High,No,0.069
2544,HR,4,Human,23,Yes,5,0,Medium,No,0.217
2545,Technical,2,Human,36,Yes,1,3,Low,No,0.028
2546,Customer Support,2,Human,43,Yes,3,3,Medium,No,0.07
2547,HR,3,Human,40,Yes,4,2,Low,No,0.1
2548,Billing,4,AI,9,Yes,1,0,High,No,0.111
2549,Billing,5,Human,34,Yes,5,3,Medium,No,0.147
2550,HR,2,AI,25,Yes,2,0,Medium,No,0.08
2551,Customer Support,1,AI,17,No,2,3,High,Yes,0.118
2552,Billing,2,Human,13,Yes,2,3,Low,Yes,0.154
2553,HR,2,AI,58,Yes,1,3,High,No,0.017
2554,Billing,1,AI,34,Yes,1,3,Low,No,0.029
2555,HR,4,AI,45,Yes,3,1,High,No,0.067
2556,HR,2,AI,45,Yes,2,2,Low,No,0.044
2557,HR,5,Human,32,Yes,4,1,Medium,No,0.125
2558,Customer Support,5,Human,36,Yes,2,2,High,No,0.056
2559,HR,4,AI,56,Yes,4,2,Low,No,0.071
2560,Billing,4,Human,26,Yes,2,0,Medium,No,0.077
2561,Billing,2,Human,14,Yes,2,1,Low,Yes,0.143
2562,Customer Support,2,Human,52,No,4,0,High,No,0.077
2563,Customer Support,1,Human,8,No,1,3,Medium,Yes,0.125
2564,Technical,4,Human,31,Yes,5,3,Low,No,0.161
2565,Customer Support,4,AI,57,Yes,1,0,Medium,No,0.018
2566,Technical,3,Human,14,Yes,2,2,Low,No,0.143
2567,Customer Support,5,AI,48,Yes,5,0,High,No,0.104
2568,Technical,1,Human,47,Yes,5,0,Medium,No,0.106
2569,Customer Support,5,Human,12,Yes,4,0,Low,No,0.333
2570,Customer Support,5,Human,17,Yes,1,0,High,No,0.059
2571,Billing,3,AI,39,Yes,4,1,High,No,0.103
2572,Customer Support,5,AI,26,Yes,5,0,Medium,No,0.192
2573,Technical,3,Human,57,No,2,0,Low,No,0.035
2574,Technical,2,AI,29,Yes,1,1,Medium,No,0.034
2575,Customer Support,2,AI,25,Yes,1,1,Medium,No,0.04
2576,Technical,1,Human,17,No,3,2,Low,Yes,0.176
2577,Billing,3,Human,28,Yes,5,3,High,No,0.179
2578,HR,1,Human,34,Yes,2,0,Low,No,0.059
2579,Technical,2,Human,13,Yes,3,1,Medium,Yes,0.231
2580,Technical,2,AI,11,Yes,4,2,High,Yes,0.364
2581,Technical,4,Human,55,Yes,2,3,High,No,0.036
2582,Customer Support,3,Human,53,Yes,2,3,Low,No,0.038
2583,Customer Support,4,AI,60,Yes,3,0,High,No,0.05
2584,Customer Support,5,Human,22,No,4,2,Medium,No,0.182
2585,Billing,4,Human,47,Yes,5,1,Low,No,0.106
2586,HR,4,Human,43,Yes,2,1,High,No,0.047
2587,Billing,4,AI,9,Yes,5,2,Low,No,0.556
2588,HR,4,AI,20,Yes,2,1,Medium,No,0.1
2589,Technical,5,Human,57,Yes,1,1,Medium,No,0.018
2590,Billing,1,Human,6,Yes,4,1,High,Yes,0.667
2591,Customer Support,5,Human,15,Yes,4,1,Medium,No,0.267
2592,Technical,2,Human,17,Yes,3,3,Medium,Yes,0.176
2593,Billing,1,Human,60,Yes,3,2,Medium,No,0.05
2594,Billing,5,Human,29,Yes,4,3,Low,No,0.138
2595,Billing,2,AI,38,Yes,4,2,Medium,No,0.105
2596,Technical,5,AI,7,Yes,1,1,Low,No,0.143
2597,Customer Support,3,AI,17,Yes,5,0,Medium,No,0.294
2598,Technical,3,Human,5,No,4,0,Medium,No,0.8
2599,HR,2,Human,16,Yes,2,0,Low,Yes,0.125
2600,HR,3,Human,24,Yes,3,1,Medium,No,0.125
2601,Customer Support,1,AI,12,Yes,2,1,High,Yes,0.167
2602,Customer Support,3,Human,35,Yes,2,3,Low,No,0.057
2603,Customer Support,4,Human,56,Yes,5,0,High,No,0.089
2604,Billing,5,Human,52,Yes,5,0,Medium,No,0.096
2605,Billing,4,Human,34,Yes,3,1,Medium,No,0.088
2606,HR,2,AI,18,Yes,2,0,Low,Yes,0.111
2607,Billing,4,Human,15,No,2,3,Medium,No,0.133
2608,Billing,1,Human,26,Yes,3,0,Low,No,0.115
2609,Customer Support,2,Human,28,Yes,2,3,Low,No,0.071
2610,Customer Support,2,AI,57,Yes,1,3,Low,No,0.018
2611,HR,4,Human,29,Yes,3,1,Low,No,0.103
2612,Billing,1,Human,44,Yes,2,1,Low,No,0.045
2613,Customer Support,4,Human,31,Yes,1,2,Low,No,0.032
2614,Technical,3,Human,46,Yes,2,3,High,No,0.043
2615,Billing,5,AI,34,Yes,4,1,High,No,0.118
2616,Customer Support,5,AI,28,Yes,2,3,Medium,No,0.071
2617,Billing,1,AI,34,Yes,1,2,Low,No,0.029
2618,Billing,3,Human,50,Yes,4,0,High,No,0.08
2619,Technical,2,AI,37,Yes,5,2,High,No,0.135
2620,Billing,5,Human,51,Yes,1,0,Low,No,0.02
2621,Technical,3,AI,14,Yes,5,1,High,No,0.357
2622,Billing,2,AI,22,Yes,5,2,Medium,No,0.227
2623,Technical,5,AI,38,No,4,3,Medium,No,0.105
2624,Customer Support,1,AI,29,Yes,1,2,Low,No,0.034
2625,Customer Support,4,Human,45,Yes,3,2,Low,No,0.067
2626,Customer Support,1,AI,60,Yes,5,2,High,No,0.083
2627,HR,2,AI,10,Yes,2,3,Medium,Yes,0.2
2628,Customer Support,1,Human,17,Yes,5,3,High,Yes,0.294
2629,Billing,2,Human,58,Yes,3,3,High,No,0.052
2630,HR,1,Human,37,Yes,2,1,Low,No,0.054
2631,Billing,2,Human,50,Yes,2,3,Low,No,0.04
2632,HR,3,Human,40,Yes,4,3,Medium,No,0.1
2633,HR,4,Human,22,Yes,3,1,Medium,No,0.136
2634,Billing,5,Human,48,Yes,1,2,Medium,No,0.021
2635,Technical,4,Human,9,Yes,4,0,Medium,No,0.444
2636,HR,2,Human,59,No,5,1,Low,No,0.085
2637,Billing,4,Human,51,Yes,1,0,Medium,No,0.02
2638,HR,1,Human,35,Yes,3,3,Low,No,0.086
2639,Customer Support,3,AI,47,Yes,5,0,Low,No,0.106
2640,Technical,4,Human,54,Yes,5,0,High,No,0.093
2641,Billing,3,Human,30,Yes,2,1,High,No,0.067
2642,HR,1,Human,44,Yes,2,2,Low,No,0.045
2643,HR,3,AI,46,Yes,5,2,High,No,0.109
2644,Technical,2,AI,19,Yes,4,1,Low,Yes,0.211
2645,Technical,4,AI,39,Yes,2,2,Low,No,0.051
2646,Technical,1,AI,14,Yes,4,2,High,Yes,0.286
2647,Customer Support,5,AI,37,Yes,1,3,Medium,No,0.027
2648,Customer Support,3,Human,46,Yes,3,1,Low,No,0.065
2649,Customer Support,5,AI,20,Yes,4,1,Medium,No,0.2
2650,Billing,2,AI,47,Yes,1,3,Medium,No,0.021
2651,HR,5,AI,7,Yes,4,0,High,No,0.571
2652,Technical,1,Human,21,Yes,2,2,High,No,0.095
2653,Customer Support,4,Human,8,Yes,5,1,Low,No,0.625
2654,HR,4,Human,9,Yes,2,1,Medium,No,0.222
2655,Billing,4,Human,44,Yes,1,0,Low,No,0.023
2656,Customer Support,4,AI,23,Yes,5,1,High,No,0.217
2657,Customer Support,2,AI,43,Yes,5,1,Medium,No,0.116
2658,HR,2,AI,18,Yes,3,1,Low,Yes,0.167
2659,Technical,2,Human,55,Yes,4,0,High,No,0.073
2660,Technical,1,AI,6,Yes,2,3,Medium,Yes,0.333
2661,Customer Support,5,AI,25,Yes,5,0,Low,No,0.2
2662,Technical,3,Human,8,Yes,2,2,Medium,No,0.25
2663,Technical,2,Human,22,Yes,2,1,High,No,0.091
2664,Technical,5,Human,6,Yes,4,0,Medium,No,0.667
2665,Billing,1,AI,12,Yes,2,0,Medium,Yes,0.167
2666,Technical,3,Human,42,Yes,3,1,High,No,0.071
2667,HR,2,Human,37,Yes,1,0,Medium,No,0.027
2668,Technical,2,Human,54,Yes,1,2,Medium,No,0.019
2669,Billing,3,Human,7,Yes,5,0,Low,No,0.714
2670,Technical,5,Human,56,No,3,0,Low,No,0.054
2671,HR,4,Human,30,Yes,2,3,Medium,No,0.067
2672,Customer Support,5,AI,32,Yes,1,0,Medium,No,0.031
2673,Customer Support,3,Human,15,Yes,3,0,High,No,0.2
2674,Customer Support,4,AI,48,Yes,2,2,Low,No,0.042
2675,Technical,4,Human,12,Yes,5,1,High,No,0.417
2676,Technical,2,AI,28,Yes,1,0,Medium,No,0.036
2677,Technical,2,AI,27,Yes,1,3,High,No,0.037
2678,Billing,5,AI,59,Yes,5,2,High,No,0.085
2679,Technical,5,AI,49,Yes,5,1,Medium,No,0.102
2680,HR,3,AI,19,Yes,2,2,High,No,0.105
2681,Billing,4,AI,53,No,3,2,High,No,0.057
2682,Customer Support,2,Human,27,Yes,1,3,Low,No,0.037
2683,HR,1,Human,27,Yes,1,3,Low,No,0.037
2684,Technical,1,Human,58,Yes,1,0,High,No,0.017
2685,HR,1,AI,52,Yes,3,3,High,No,0.058
2686,Customer Support,1,Human,35,Yes,5,3,High,No,0.143
2687,Billing,3,AI,28,Yes,1,2,High,No,0.036
2688,Customer Support,2,AI,9,Yes,1,0,Medium,Yes,0.111
2689,HR,4,AI,41,Yes,3,1,Medium,No,0.073
2690,Technical,1,Human,53,Yes,1,0,Medium,No,0.019
2691,Customer Support,4,AI,33,Yes,5,2,Low,No,0.152
2692,Technical,5,Human,57,Yes,2,0,Low,No,0.035
2693,HR,1,AI,59,Yes,2,2,Low,No,0.034
2694,Technical,5,AI,23,Yes,3,1,Medium,No,0.13
2695,Billing,2,Human,57,Yes,3,3,High,No,0.053
2696,Customer Support,2,AI,55,Yes,4,1,Medium,No,0.073
2697,Technical,1,AI,44,Yes,3,3,Medium,No,0.068
2698,Customer Support,3,AI,28,Yes,3,3,Low,No,0.107
2699,Billing,1,AI,31,Yes,3,0,High,No,0.097
2700,Billing,5,Human,10,Yes,4,3,Low,No,0.4
2701,HR,2,Human,60,Yes,3,3,Medium,No,0.05
2702,HR,3,AI,37,Yes,1,3,Medium,No,0.027
2703,Technical,5,AI,9,Yes,3,1,Low,No,0.333
2704,Technical,5,AI,60,Yes,3,1,High,No,0.05
2705,HR,5,AI,35,Yes,2,2,Low,No,0.057
2706,Billing,2,AI,34,Yes,3,2,Medium,No,0.088
2707,Technical,5,AI,24,Yes,4,1,Medium,No,0.167
2708,Technical,4,Human,54,Yes,3,0,Low,No,0.056
2709,Customer Support,1,AI,32,Yes,5,3,Low,No,0.156
2710,HR,4,Human,37,Yes,3,1,Medium,No,0.081
2711,Customer Support,1,AI,14,Yes,4,2,Medium,Yes,0.286
2712,Technical,4,Human,37,Yes,5,0,Low,No,0.135
2713,Technical,1,Human,59,No,3,2,Medium,No,0.051
2714,HR,5,AI,16,Yes,3,1,Medium,No,0.188
2715,Billing,3,Human,21,Yes,4,0,High,No,0.19
2716,Technical,4,AI,37,Yes,2,1,Low,No,0.054
2717,Billing,3,Human,50,Yes,3,2,Medium,No,0.06
2718,Customer Support,1,AI,49,No,5,3,Low,No,0.102
2719,Technical,1,AI,32,Yes,2,1,High,No,0.062
2720,Technical,3,Human,14,Yes,2,3,Low,No,0.143
2721,HR,4,AI,9,Yes,5,3,Medium,No,0.556
2722,Technical,1,AI,27,Yes,3,3,Medium,No,0.111
2723,HR,4,Human,10,Yes,1,0,Medium,No,0.1
2724,Customer Support,4,Human,39,Yes,4,2,Medium,No,0.103
2725,Technical,5,Human,19,Yes,2,3,Low,No,0.105
2726,HR,1,AI,35,Yes,5,3,High,No,0.143
2727,Customer Support,3,Human,21,Yes,2,0,High,No,0.095
2728,Billing,3,AI,21,Yes,4,0,Medium,No,0.19
2729,Technical,2,Human,34,Yes,2,2,Medium,No,0.059
2730,Billing,4,Human,41,Yes,2,2,Low,No,0.049
2731,Customer Support,1,Human,59,Yes,5,2,Low,No,0.085
2732,Technical,3,AI,5,Yes,5,0,Medium,No,1.0
2733,Technical,2,Human,51,Yes,5,0,High,No,0.098
2734,HR,4,Human,57,Yes,1,1,High,No,0.018
2735,HR,4,AI,32,Yes,4,3,Low,No,0.125
2736,Billing,2,Human,34,Yes,4,1,Medium,No,0.118
2737,Customer Support,1,AI,51,Yes,3,3,High,No,0.059
2738,Customer Support,1,Human,43,Yes,3,1,Medium,No,0.07
2739,Customer Support,3,Human,32,Yes,3,0,High,No,0.094
2740,Technical,5,Human,43,Yes,2,1,High,No,0.047
2741,Technical,5,Human,30,No,3,2,Medium,No,0.1
2742,Billing,3,Human,21,Yes,3,2,Medium,No,0.143
2743,Billing,4,Human,24,Yes,3,1,High,No,0.125
2744,HR,1,Human,21,Yes,1,3,High,No,0.048
2745,HR,5,AI,57,Yes,4,2,Low,No,0.07
2746,HR,2,AI,5,Yes,5,3,High,Yes,1.0
2747,Customer Support,4,Human,50,Yes,4,1,High,No,0.08
2748,Technical,3,Human,18,Yes,3,3,High,No,0.167
2749,Billing,3,Human,49,Yes,5,0,Medium,No,0.102
2750,Billing,2,AI,20,Yes,5,3,High,Yes,0.25
2751,Billing,4,Human,33,Yes,3,1,High,No,0.091
2752,HR,5,Human,22,Yes,2,2,Low,No,0.091
2753,HR,1,Human,18,Yes,3,2,Low,Yes,0.167
2754,Technical,1,Human,17,Yes,5,1,Medium,Yes,0.294
2755,Customer Support,3,Human,42,Yes,1,0,High,No,0.024
2756,Billing,3,AI,23,Yes,1,2,Medium,No,0.043
2757,Technical,3,AI,36,Yes,3,3,Low,No,0.083
2758,HR,4,Human,24,Yes,5,0,Low,No,0.208
2759,HR,5,AI,21,Yes,5,0,Medium,No,0.238
2760,Billing,2,Human,54,Yes,1,0,Low,No,0.019
2761,HR,2,Human,27,Yes,3,0,High,No,0.111
2762,Billing,1,AI,28,Yes,5,3,High,No,0.179
2763,HR,2,AI,43,Yes,5,1,Medium,No,0.116
2764,Billing,3,AI,48,Yes,1,1,High,No,0.021
2765,HR,4,AI,27,Yes,3,1,Medium,No,0.111
2766,HR,3,AI,24,Yes,3,2,High,No,0.125
2767,Billing,5,Human,39,Yes,4,1,High,No,0.103
2768,HR,4,Human,48,Yes,4,0,Low,No,0.083
2769,Billing,1,AI,59,Yes,2,0,Low,No,0.034
2770,Technical,5,AI,52,Yes,2,3,High,No,0.038
2771,HR,5,AI,51,Yes,2,1,Low,No,0.039
2772,HR,2,AI,56,Yes,3,2,Medium,No,0.054
2773,Billing,1,AI,54,Yes,3,2,High,No,0.056
2774,Billing,2,AI,43,Yes,4,1,Low,No,0.093
2775,Technical,1,Human,37,Yes,3,0,High,No,0.081
2776,Customer Support,4,Human,44,Yes,3,2,Low,No,0.068
2777,Technical,1,Human,17,Yes,2,3,High,Yes,0.118
2778,Customer Support,2,AI,20,Yes,2,1,Low,Yes,0.1
2779,HR,3,Human,11,Yes,4,0,Low,No,0.364
2780,HR,4,Human,43,No,5,3,Low,No,0.116
2781,Technical,5,Human,57,Yes,2,0,Low,No,0.035
2782,Billing,2,Human,27,Yes,2,1,High,No,0.074
2783,Technical,3,Human,7,Yes,2,1,Low,No,0.286
2784,Billing,4,Human,26,Yes,5,3,Low,No,0.192
2785,Customer Support,1,AI,57,Yes,1,0,Medium,No,0.018
2786,Customer Support,2,AI,55,Yes,1,1,High,No,0.018
2787,Billing,1,Human,28,Yes,1,0,Medium,No,0.036
2788,HR,2,AI,33,Yes,3,0,High,No,0.091
2789,Technical,3,AI,35,Yes,2,3,Medium,No,0.057
2790,Technical,4,AI,38,Yes,5,0,High,No,0.132
2791,Technical,3,Human,55,Yes,4,0,High,No,0.073
2792,HR,3,AI,59,Yes,1,2,High,No,0.017
2793,HR,4,Human,24,Yes,1,1,Low,No,0.042
2794,Technical,2,Human,48,Yes,3,0,High,No,0.062
2795,Technical,2,Human,51,Yes,4,3,Medium,No,0.078
2796,Technical,4,Human,51,Yes,1,3,High,No,0.02
2797,HR,2,Human,56,Yes,1,0,High,No,0.018
2798,Billing,3,AI,19,Yes,4,3,High,No,0.211
2799,HR,2,AI,60,Yes,5,2,Medium,No,0.083
2800,Customer Support,1,AI,41,Yes,5,2,High,No,0.122
2801,Technical,4,AI,9,Yes,3,3,Medium,No,0.333
2802,Billing,5,AI,16,Yes,4,2,Low,No,0.25
2803,Technical,5,AI,32,Yes,5,1,Low,No,0.156
2804,Customer Support,5,Human,52,Yes,3,0,Medium,No,0.058
2805,HR,1,Human,21,Yes,3,1,Low,No,0.143
2806,Billing,4,AI,49,Yes,5,0,Medium,No,0.102
2807,Technical,1,Human,45,Yes,5,2,Low,No,0.111
2808,Customer Support,4,Human,12,Yes,2,2,High,No,0.167
2809,Technical,4,AI,54,Yes,2,0,Low,No,0.037
2810,Technical,4,AI,17,Yes,1,0,Medium,No,0.059
2811,Customer Support,4,Human,41,Yes,4,2,Low,No,0.098
2812,HR,2,Human,13,Yes,5,3,Medium,Yes,0.385
2813,Billing,5,AI,23,Yes,1,1,Low,No,0.043
2814,Technical,1,Human,18,Yes,3,1,High,Yes,0.167
2815,Billing,5,AI,13,Yes,1,1,Low,No,0.077
2816,Customer Support,4,AI,31,Yes,4,0,Medium,No,0.129
2817,Customer Support,1,AI,47,Yes,1,0,Low,No,0.021
2818,HR,1,Human,60,Yes,3,0,High,No,0.05
2819,Billing,3,Human,6,Yes,5,0,Medium,No,0.833
2820,Technical,5,Human,8,Yes,1,0,Medium,No,0.125
2821,Technical,4,AI,26,Yes,5,0,Low,No,0.192
2822,Customer Support,2,AI,24,Yes,4,0,High,No,0.167
2823,Billing,2,Human,45,Yes,2,0,Low,No,0.044
2824,Technical,2,AI,46,Yes,1,1,Low,No,0.022
2825,Technical,3,AI,60,Yes,1,2,High,No,0.017
2826,HR,5,AI,39,No,5,3,Medium,No,0.128
2827,HR,3,AI,60,Yes,3,1,Medium,No,0.05
2828,Customer Support,2,Human,37,Yes,1,3,High,No,0.027
2829,Technical,4,AI,14,Yes,3,1,Medium,No,0.214
2830,HR,4,Human,47,Yes,2,0,Medium,No,0.043
2831,Technical,3,AI,36,Yes,1,1,Low,No,0.028
2832,Billing,3,AI,58,Yes,3,3,High,No,0.052
2833,HR,5,Human,38,No,3,0,Medium,No,0.079
2834,Customer Support,3,AI,27,Yes,3,0,High,No,0.111
2835,Technical,1,AI,37,Yes,2,1,High,No,0.054
2836,Billing,5,Human,28,Yes,4,1,Medium,No,0.143
2837,Customer Support,2,Human,15,Yes,5,2,Low,Yes,0.333
2838,Technical,5,Human,25,Yes,1,1,Medium,No,0.04
2839,Billing,1,Human,55,Yes,1,0,Low,No,0.018
2840,Customer Support,5,Human,37,Yes,4,2,Medium,No,0.108
2841,Technical,3,Human,48,No,4,1,High,No,0.083
2842,Technical,2,Human,42,Yes,1,3,Medium,No,0.024
2843,Billing,4,Human,53,Yes,3,1,Medium,No,0.057
2844,Customer Support,1,AI,53,No,5,2,High,No,0.094
2845,Billing,2,AI,52,Yes,4,1,Low,No,0.077
