task_id,task_type,complexity,assigned_to,duration_minutes,resolved,user_feedback,previous_attempts,urgency,automation_possible,efficiency_index,urgency_encoded,complexity_score
2411,Technical,3,Human,17,Yes,4,2,High,No,0.235,3,1.985
2412,HR,4,Human,59,Yes,1,2,Medium,No,0.017,2,2.495
2413,Customer Support,5,Human,27,Yes,5,2,Low,No,0.185,1,2.635
2414,Customer Support,3,Human,38,Yes,5,0,Low,No,0.132,1,1.4900000000000002
2415,Customer Support,1,Human,49,Yes,2,3,Medium,No,0.041,2,1.445
2416,Customer Support,4,AI,21,Yes,4,2,Medium,No,0.19,2,2.305
2417,Customer Support,3,Human,38,Yes,2,1,Low,No,0.053,1,1.6900000000000002
2418,Customer Support,3,Human,22,Yes,3,2,Low,No,0.136,1,1.81
2419,Technical,1,AI,48,Yes,5,1,Low,No,0.104,1,0.9400000000000001
2420,Technical,4,Human,8,Yes,4,1,High,No,0.5,3,2.14
2421,Billing,1,Human,41,Yes,5,2,High,No,0.122,3,1.305
2422,Billing,3,Human,34,Yes,2,1,High,No,0.059,3,1.87
2423,Technical,2,Human,45,No,4,0,High,No,0.089,3,1.325
2424,Customer Support,5,Human,57,Yes,1,2,Medium,No,0.018,2,2.8850000000000002
2425,HR,3,AI,56,Yes,5,2,Medium,No,0.089,2,2.0800000000000005
2426,HR,1,AI,60,Yes,5,0,High,No,0.083,3,1.0
2427,Technical,2,Human,56,Yes,2,1,Medium,No,0.036,2,1.48
2428,Billing,4,Human,57,Yes,5,0,Medium,No,0.088,2,2.085
2429,HR,2,Human,28,Yes,3,3,High,No,0.107,3,1.84
2430,Technical,4,Human,29,Yes,2,2,High,No,0.069,3,2.4450000000000003
2431,Billing,2,Human,52,Yes,1,0,Medium,No,0.019,2,1.26
2432,Customer Support,2,Human,45,Yes,1,1,Low,No,0.022,1,1.325
2433,Technical,2,Human,42,Yes,2,0,Low,No,0.048,1,1.11
2434,Billing,4,Human,54,Yes,3,1,Medium,No,0.056,2,2.2700000000000005
2435,Customer Support,4,AI,53,Yes,5,2,Medium,No,0.094,2,2.4650000000000003
2436,Customer Support,2,Human,9,Yes,2,1,Low,Yes,0.222,1,1.1450000000000002
2437,Technical,3,Human,58,No,3,3,Low,No,0.052,1,2.1900000000000004
2438,HR,2,AI,32,Yes,2,2,High,No,0.062,3,1.6600000000000001
2439,Technical,2,AI,11,Yes,1,0,High,Yes,0.091,3,1.155
2440,Customer Support,5,AI,12,Yes,5,2,Low,No,0.417,1,2.56
2441,Customer Support,1,Human,6,Yes,1,3,Medium,Yes,0.167,2,1.2300000000000002
2442,HR,1,AI,18,Yes,1,2,Medium,Yes,0.056,2,1.09
2443,Technical,2,Human,60,Yes,3,2,Low,No,0.05,1,1.6
2444,HR,2,AI,59,Yes,2,2,Medium,No,0.034,2,1.695
2445,Technical,2,AI,55,Yes,2,3,Low,No,0.036,1,1.7750000000000001
2446,HR,4,Human,52,Yes,1,0,Low,No,0.019,1,1.9600000000000002
2447,HR,5,Human,11,No,4,1,Medium,No,0.364,2,2.4550000000000005
2448,Technical,4,Human,42,Yes,2,0,Low,No,0.048,1,1.9100000000000001
2449,HR,1,Human,12,Yes,3,3,High,Yes,0.25,3,1.36
2450,Technical,2,AI,53,Yes,4,2,High,No,0.075,3,1.765
2451,Customer Support,3,Human,13,Yes,1,3,Low,No,0.077,1,1.9650000000000003
2452,Technical,4,AI,56,No,3,2,Medium,No,0.054,2,2.4800000000000004
2453,HR,4,AI,36,Yes,4,1,High,No,0.111,3,2.2800000000000002
2454,Billing,3,Human,38,Yes,5,2,Medium,No,0.132,2,1.99
2455,Customer Support,4,AI,24,Yes,1,3,Low,No,0.042,1,2.4200000000000004
2456,Technical,5,Human,40,Yes,4,3,High,No,0.1,3,3.1000000000000005
2457,Customer Support,5,Human,12,Yes,2,3,Low,No,0.167,1,2.7600000000000002
2458,Technical,1,Human,28,Yes,4,3,Medium,No,0.143,2,1.34
2459,Technical,4,Human,17,Yes,5,3,Medium,No,0.294,2,2.4850000000000003
2460,Billing,2,Human,9,Yes,2,2,Low,Yes,0.222,1,1.3450000000000002
2461,Billing,4,AI,58,Yes,3,2,Medium,No,0.052,2,2.49
2462,Billing,1,AI,58,Yes,5,1,Medium,No,0.086,2,1.0899999999999999
2463,HR,2,Human,41,Yes,5,3,Low,No,0.122,1,1.7050000000000003
2464,Billing,1,AI,38,Yes,1,2,High,No,0.026,3,1.29
2465,Technical,4,AI,52,Yes,1,2,High,No,0.019,3,2.5600000000000005
2466,Billing,4,Human,27,Yes,1,3,Low,No,0.037,1,2.435
2467,HR,4,AI,54,Yes,5,0,High,No,0.093,3,2.17
2468,Technical,2,Human,56,Yes,3,1,Medium,No,0.054,2,1.48
2469,Customer Support,2,AI,40,Yes,4,3,High,No,0.1,3,1.9000000000000001
2470,Customer Support,2,AI,48,Yes,5,1,Low,No,0.104,1,1.34
2471,Billing,2,Human,21,Yes,3,0,Low,No,0.143,1,1.0050000000000001
2472,HR,3,AI,18,Yes,4,0,Medium,No,0.222,2,1.4900000000000002
2473,Customer Support,3,Human,28,Yes,3,1,Low,No,0.107,1,1.6400000000000001
2474,Customer Support,2,AI,13,Yes,2,1,Low,Yes,0.154,1,1.165
2475,HR,4,AI,33,Yes,5,1,High,No,0.152,3,2.265
2476,HR,3,Human,19,Yes,4,3,High,No,0.211,3,2.1950000000000003
2477,Billing,2,Human,14,Yes,4,0,Low,Yes,0.286,1,0.97
2478,HR,2,AI,17,Yes,3,1,Low,Yes,0.176,1,1.185
2479,Technical,1,Human,24,Yes,4,0,Low,No,0.167,1,0.62
2480,Customer Support,3,AI,60,Yes,4,1,High,No,0.067,3,2.0
2481,Customer Support,4,Human,39,Yes,1,2,Low,No,0.026,1,2.2950000000000004
2482,Technical,2,Human,26,Yes,4,1,Medium,No,0.154,2,1.33
2483,HR,2,AI,8,Yes,3,1,High,Yes,0.375,3,1.34
2484,Customer Support,1,Human,35,Yes,5,3,Low,No,0.143,1,1.2750000000000004
2485,Technical,4,AI,57,Yes,1,2,High,No,0.018,3,2.585
2486,Technical,1,Human,44,Yes,1,0,Medium,No,0.023,2,0.8200000000000001
2487,Technical,3,AI,27,Yes,3,3,Medium,No,0.111,2,2.1350000000000002
2488,HR,2,Human,16,Yes,5,2,Medium,Yes,0.312,2,1.48
2489,Customer Support,3,Human,16,Yes,4,1,High,No,0.25,3,1.7800000000000002
2490,HR,2,AI,46,Yes,4,1,High,No,0.087,3,1.53
2491,HR,4,Human,46,No,1,3,High,No,0.022,3,2.7300000000000004
2492,HR,4,Human,24,Yes,3,3,Low,No,0.125,1,2.4200000000000004
2493,Billing,5,Human,36,Yes,5,3,Low,No,0.139,1,2.8800000000000003
2494,Technical,5,AI,17,Yes,5,1,High,No,0.294,3,2.585
2495,Customer Support,3,AI,46,Yes,3,1,Medium,No,0.065,2,1.83
2496,HR,4,Human,60,Yes,4,0,Low,No,0.067,1,2.0
2497,Customer Support,4,AI,59,Yes,1,0,High,No,0.017,3,2.1950000000000003
2498,Customer Support,4,Human,31,Yes,5,0,Medium,No,0.161,2,1.955
2499,Customer Support,2,AI,33,Yes,2,3,Medium,No,0.061,2,1.7650000000000001
2500,Customer Support,2,Human,11,Yes,2,1,High,Yes,0.182,3,1.355
2501,HR,4,Human,45,Yes,5,2,High,No,0.111,3,2.5250000000000004
2502,Technical,4,Human,54,Yes,3,0,High,No,0.056,3,2.17
2503,Technical,2,AI,5,Yes,1,3,Low,Yes,0.2,1,1.5250000000000004
2504,Billing,4,Human,11,Yes,3,2,Medium,No,0.273,2,2.2550000000000003
2505,Customer Support,2,Human,48,Yes,2,2,Low,No,0.042,1,1.54
2506,Billing,2,Human,39,Yes,2,1,High,No,0.051,3,1.495
2507,Customer Support,3,Human,21,Yes,3,2,High,No,0.143,3,2.005
2508,Customer Support,4,AI,40,Yes,2,1,Low,No,0.05,1,2.1
2509,Technical,1,Human,15,Yes,3,3,High,Yes,0.2,3,1.3750000000000002
2510,Billing,2,AI,56,Yes,5,3,Low,No,0.089,1,1.7800000000000002
2511,Technical,1,AI,57,Yes,1,1,Medium,No,0.018,2,1.085
2512,Customer Support,3,Human,38,Yes,5,2,Medium,No,0.132,2,1.99
2513,Technical,5,Human,11,Yes,1,3,Medium,No,0.091,2,2.8550000000000004
2514,Customer Support,2,AI,5,Yes,2,0,High,Yes,0.4,3,1.125
2515,HR,5,AI,24,Yes,2,2,Low,No,0.083,1,2.62
2516,Customer Support,5,AI,35,Yes,2,0,Medium,No,0.057,2,2.375
2517,Customer Support,4,AI,57,Yes,5,1,Low,No,0.088,1,2.185
2518,Customer Support,2,AI,31,Yes,3,3,Low,No,0.097,1,1.6550000000000002
2519,HR,4,Human,23,Yes,2,1,Medium,No,0.087,2,2.115
2520,HR,5,AI,20,Yes,4,2,Low,No,0.2,1,2.6
2521,Customer Support,1,Human,15,Yes,5,0,High,Yes,0.333,3,0.7750000000000001
2522,HR,2,AI,11,Yes,5,2,Medium,Yes,0.455,2,1.4549999999999998
2523,Billing,2,AI,57,Yes,1,3,Medium,No,0.018,2,1.885
2524,HR,4,Human,43,No,2,1,High,No,0.047,3,2.3150000000000004
2525,Billing,3,AI,11,Yes,3,1,Low,No,0.273,1,1.5550000000000002
2526,Billing,2,Human,33,Yes,4,0,Medium,No,0.121,2,1.165
2527,Technical,4,Human,53,Yes,1,1,Low,No,0.019,1,2.165
2528,HR,5,AI,46,Yes,2,2,High,No,0.043,3,2.9299999999999997
2529,HR,2,Human,26,Yes,1,1,Low,No,0.038,1,1.2300000000000002
2530,HR,3,AI,34,Yes,2,2,Low,No,0.059,1,1.87
2531,Customer Support,1,AI,9,Yes,5,1,Medium,Yes,0.556,2,0.845
2532,Billing,1,AI,32,Yes,1,0,Low,No,0.031,1,0.66
2533,HR,5,AI,11,No,1,0,Medium,No,0.091,2,2.2550000000000003
2534,Billing,3,AI,8,Yes,1,3,Medium,No,0.125,2,2.0400000000000005
2535,Customer Support,2,Human,44,Yes,1,1,Medium,No,0.023,2,1.42
2536,Customer Support,3,AI,5,Yes,4,0,Low,No,0.8,1,1.3250000000000002
2537,HR,5,Human,7,Yes,3,3,High,No,0.429,3,2.9350000000000005
2538,HR,5,AI,18,No,3,3,High,No,0.167,3,2.99
2539,Customer Support,3,AI,12,Yes,3,2,Low,No,0.25,1,1.7600000000000002
2540,Billing,4,AI,37,Yes,4,2,Low,No,0.108,1,2.285
2541,Customer Support,5,AI,27,Yes,1,1,High,No,0.037,3,2.635
2542,Technical,3,AI,18,Yes,4,0,Low,No,0.222,1,1.3900000000000003
2543,HR,4,AI,58,Yes,4,1,High,No,0.069,3,2.3900000000000006
2544,HR,4,Human,23,Yes,5,0,Medium,No,0.217,2,1.915
2545,Technical,2,Human,36,Yes,1,3,Low,No,0.028,1,1.6800000000000002
2546,Customer Support,2,Human,43,Yes,3,3,Medium,No,0.07,2,1.8150000000000002
2547,HR,3,Human,40,Yes,4,2,Low,No,0.1,1,1.9000000000000004
2548,Billing,4,AI,9,Yes,1,0,High,No,0.111,3,1.945
2549,Billing,5,Human,34,Yes,5,3,Medium,No,0.147,2,2.97
2550,HR,2,AI,25,Yes,2,0,Medium,No,0.08,2,1.125
2551,Customer Support,1,AI,17,No,2,3,High,Yes,0.118,3,1.385
2552,Billing,2,Human,13,Yes,2,3,Low,Yes,0.154,1,1.5650000000000002
2553,HR,2,AI,58,Yes,1,3,High,No,0.017,3,1.9900000000000002
2554,Billing,1,AI,34,Yes,1,3,Low,No,0.029,1,1.2700000000000002
2555,HR,4,AI,45,Yes,3,1,High,No,0.067,3,2.325
2556,HR,2,AI,45,Yes,2,2,Low,No,0.044,1,1.525
2557,HR,5,Human,32,Yes,4,1,Medium,No,0.125,2,2.5600000000000005
2558,Customer Support,5,Human,36,Yes,2,2,High,No,0.056,3,2.88
2559,HR,4,AI,56,Yes,4,2,Low,No,0.071,1,2.3800000000000003
2560,Billing,4,Human,26,Yes,2,0,Medium,No,0.077,2,1.93
2561,Billing,2,Human,14,Yes,2,1,Low,Yes,0.143,1,1.1700000000000002
2562,Customer Support,2,Human,52,No,4,0,High,No,0.077,3,1.36
2563,Customer Support,1,Human,8,No,1,3,Medium,Yes,0.125,2,1.24
2564,Technical,4,Human,31,Yes,5,3,Low,No,0.161,1,2.4550000000000005
2565,Customer Support,4,AI,57,Yes,1,0,Medium,No,0.018,2,2.085
2566,Technical,3,Human,14,Yes,2,2,Low,No,0.143,1,1.7700000000000005
2567,Customer Support,5,AI,48,Yes,5,0,High,No,0.104,3,2.54
2568,Technical,1,Human,47,Yes,5,0,Medium,No,0.106,2,0.835
2569,Customer Support,5,Human,12,Yes,4,0,Low,No,0.333,1,2.16
2570,Customer Support,5,Human,17,Yes,1,0,High,No,0.059,3,2.385
2571,Billing,3,AI,39,Yes,4,1,High,No,0.103,3,1.8950000000000002
2572,Customer Support,5,AI,26,Yes,5,0,Medium,No,0.192,2,2.33
2573,Technical,3,Human,57,No,2,0,Low,No,0.035,1,1.5850000000000002
2574,Technical,2,AI,29,Yes,1,1,Medium,No,0.034,2,1.345
2575,Customer Support,2,AI,25,Yes,1,1,Medium,No,0.04,2,1.325
2576,Technical,1,Human,17,No,3,2,Low,Yes,0.176,1,0.985
2577,Billing,3,Human,28,Yes,5,3,High,No,0.179,3,2.24
2578,HR,1,Human,34,Yes,2,0,Low,No,0.059,1,0.67
2579,Technical,2,Human,13,Yes,3,1,Medium,Yes,0.231,2,1.265
2580,Technical,2,AI,11,Yes,4,2,High,Yes,0.364,3,1.555
2581,Technical,4,Human,55,Yes,2,3,High,No,0.036,3,2.7750000000000004
2582,Customer Support,3,Human,53,Yes,2,3,Low,No,0.038,1,2.1650000000000005
2583,Customer Support,4,AI,60,Yes,3,0,High,No,0.05,3,2.2
2584,Customer Support,5,Human,22,No,4,2,Medium,No,0.182,2,2.71
2585,Billing,4,Human,47,Yes,5,1,Low,No,0.106,1,2.1350000000000002
2586,HR,4,Human,43,Yes,2,1,High,No,0.047,3,2.3150000000000004
2587,Billing,4,AI,9,Yes,5,2,Low,No,0.556,1,2.145
2588,HR,4,AI,20,Yes,2,1,Medium,No,0.1,2,2.1
2589,Technical,5,Human,57,Yes,1,1,Medium,No,0.018,2,2.6850000000000005
2590,Billing,1,Human,6,Yes,4,1,High,Yes,0.667,3,0.9300000000000002
2591,Customer Support,5,Human,15,Yes,4,1,Medium,No,0.267,2,2.4750000000000005
2592,Technical,2,Human,17,Yes,3,3,Medium,Yes,0.176,2,1.685
2593,Billing,1,Human,60,Yes,3,2,Medium,No,0.05,2,1.3
2594,Billing,5,Human,29,Yes,4,3,Low,No,0.138,1,2.845
2595,Billing,2,AI,38,Yes,4,2,Medium,No,0.105,2,1.59
2596,Technical,5,AI,7,Yes,1,1,Low,No,0.143,1,2.3350000000000004
2597,Customer Support,3,AI,17,Yes,5,0,Medium,No,0.294,2,1.485
2598,Technical,3,Human,5,No,4,0,Medium,No,0.8,2,1.425
2599,HR,2,Human,16,Yes,2,0,Low,Yes,0.125,1,0.98
2600,HR,3,Human,24,Yes,3,1,Medium,No,0.125,2,1.7200000000000002
2601,Customer Support,1,AI,12,Yes,2,1,High,Yes,0.167,3,0.9600000000000001
2602,Customer Support,3,Human,35,Yes,2,3,Low,No,0.057,1,2.075
2603,Customer Support,4,Human,56,Yes,5,0,High,No,0.089,3,2.18
2604,Billing,5,Human,52,Yes,5,0,Medium,No,0.096,2,2.46
2605,Billing,4,Human,34,Yes,3,1,Medium,No,0.088,2,2.17
2606,HR,2,AI,18,Yes,2,0,Low,Yes,0.111,1,0.99
2607,Billing,4,Human,15,No,2,3,Medium,No,0.133,2,2.4750000000000005
2608,Billing,1,Human,26,Yes,3,0,Low,No,0.115,1,0.63
2609,Customer Support,2,Human,28,Yes,2,3,Low,No,0.071,1,1.6400000000000001
2610,Customer Support,2,AI,57,Yes,1,3,Low,No,0.018,1,1.7850000000000001
2611,HR,4,Human,29,Yes,3,1,Low,No,0.103,1,2.045
2612,Billing,1,Human,44,Yes,2,1,Low,No,0.045,1,0.92
2613,Customer Support,4,Human,31,Yes,1,2,Low,No,0.032,1,2.2550000000000003
2614,Technical,3,Human,46,Yes,2,3,High,No,0.043,3,2.33
2615,Billing,5,AI,34,Yes,4,1,High,No,0.118,3,2.67
2616,Customer Support,5,AI,28,Yes,2,3,Medium,No,0.071,2,2.9400000000000004
2617,Billing,1,AI,34,Yes,1,2,Low,No,0.029,1,1.07
2618,Billing,3,Human,50,Yes,4,0,High,No,0.08,3,1.7500000000000002
2619,Technical,2,AI,37,Yes,5,2,High,No,0.135,3,1.6850000000000003
2620,Billing,5,Human,51,Yes,1,0,Low,No,0.02,1,2.355
2621,Technical,3,AI,14,Yes,5,1,High,No,0.357,3,1.7700000000000002
2622,Billing,2,AI,22,Yes,5,2,Medium,No,0.227,2,1.51
2623,Technical,5,AI,38,No,4,3,Medium,No,0.105,2,2.99
2624,Customer Support,1,AI,29,Yes,1,2,Low,No,0.034,1,1.0450000000000002
2625,Customer Support,4,Human,45,Yes,3,2,Low,No,0.067,1,2.325
2626,Customer Support,1,AI,60,Yes,5,2,High,No,0.083,3,1.4000000000000001
2627,HR,2,AI,10,Yes,2,3,Medium,Yes,0.2,2,1.6500000000000001
2628,Customer Support,1,Human,17,Yes,5,3,High,Yes,0.294,3,1.385
2629,Billing,2,Human,58,Yes,3,3,High,No,0.052,3,1.9900000000000002
2630,HR,1,Human,37,Yes,2,1,Low,No,0.054,1,0.8849999999999999
2631,Billing,2,Human,50,Yes,2,3,Low,No,0.04,1,1.7500000000000002
2632,HR,3,Human,40,Yes,4,3,Medium,No,0.1,2,2.2
2633,HR,4,Human,22,Yes,3,1,Medium,No,0.136,2,2.11
2634,Billing,5,Human,48,Yes,1,2,Medium,No,0.021,2,2.8400000000000003
2635,Technical,4,Human,9,Yes,4,0,Medium,No,0.444,2,1.845
2636,HR,2,Human,59,No,5,1,Low,No,0.085,1,1.395
2637,Billing,4,Human,51,Yes,1,0,Medium,No,0.02,2,2.055
2638,HR,1,Human,35,Yes,3,3,Low,No,0.086,1,1.2750000000000004
2639,Customer Support,3,AI,47,Yes,5,0,Low,No,0.106,1,1.5350000000000001
2640,Technical,4,Human,54,Yes,5,0,High,No,0.093,3,2.17
2641,Billing,3,Human,30,Yes,2,1,High,No,0.067,3,1.85
2642,HR,1,Human,44,Yes,2,2,Low,No,0.045,1,1.12
2643,HR,3,AI,46,Yes,5,2,High,No,0.109,3,2.13
2644,Technical,2,AI,19,Yes,4,1,Low,Yes,0.211,1,1.195
2645,Technical,4,AI,39,Yes,2,2,Low,No,0.051,1,2.2950000000000004
2646,Technical,1,AI,14,Yes,4,2,High,Yes,0.286,3,1.1700000000000002
2647,Customer Support,5,AI,37,Yes,1,3,Medium,No,0.027,2,2.9850000000000003
2648,Customer Support,3,Human,46,Yes,3,1,Low,No,0.065,1,1.7300000000000002
2649,Customer Support,5,AI,20,Yes,4,1,Medium,No,0.2,2,2.5000000000000004
2650,Billing,2,AI,47,Yes,1,3,Medium,No,0.021,2,1.8350000000000002
2651,HR,5,AI,7,Yes,4,0,High,No,0.571,3,2.335
2652,Technical,1,Human,21,Yes,2,2,High,No,0.095,3,1.205
2653,Customer Support,4,Human,8,Yes,5,1,Low,No,0.625,1,1.9400000000000002
2654,HR,4,Human,9,Yes,2,1,Medium,No,0.222,2,2.045
2655,Billing,4,Human,44,Yes,1,0,Low,No,0.023,1,1.9200000000000002
2656,Customer Support,4,AI,23,Yes,5,1,High,No,0.217,3,2.215
2657,Customer Support,2,AI,43,Yes,5,1,Medium,No,0.116,2,1.415
2658,HR,2,AI,18,Yes,3,1,Low,Yes,0.167,1,1.1900000000000002
2659,Technical,2,Human,55,Yes,4,0,High,No,0.073,3,1.375
2660,Technical,1,AI,6,Yes,2,3,Medium,Yes,0.333,2,1.2300000000000002
2661,Customer Support,5,AI,25,Yes,5,0,Low,No,0.2,1,2.225
2662,Technical,3,Human,8,Yes,2,2,Medium,No,0.25,2,1.84
2663,Technical,2,Human,22,Yes,2,1,High,No,0.091,3,1.4100000000000001
2664,Technical,5,Human,6,Yes,4,0,Medium,No,0.667,2,2.23
2665,Billing,1,AI,12,Yes,2,0,Medium,Yes,0.167,2,0.66
2666,Technical,3,Human,42,Yes,3,1,High,No,0.071,3,1.9100000000000001
2667,HR,2,Human,37,Yes,1,0,Medium,No,0.027,2,1.185
2668,Technical,2,Human,54,Yes,1,2,Medium,No,0.019,2,1.6700000000000002
2669,Billing,3,Human,7,Yes,5,0,Low,No,0.714,1,1.3350000000000002
2670,Technical,5,Human,56,No,3,0,Low,No,0.054,1,2.38
2671,HR,4,Human,30,Yes,2,3,Medium,No,0.067,2,2.5500000000000003
2672,Customer Support,5,AI,32,Yes,1,0,Medium,No,0.031,2,2.3600000000000003
2673,Customer Support,3,Human,15,Yes,3,0,High,No,0.2,3,1.5750000000000002
2674,Customer Support,4,AI,48,Yes,2,2,Low,No,0.042,1,2.3400000000000003
2675,Technical,4,Human,12,Yes,5,1,High,No,0.417,3,2.16
2676,Technical,2,AI,28,Yes,1,0,Medium,No,0.036,2,1.1400000000000001
2677,Technical,2,AI,27,Yes,1,3,High,No,0.037,3,1.8350000000000002
2678,Billing,5,AI,59,Yes,5,2,High,No,0.085,3,2.995
2679,Technical,5,AI,49,Yes,5,1,Medium,No,0.102,2,2.6450000000000005
2680,HR,3,AI,19,Yes,2,2,High,No,0.105,3,1.9950000000000003
2681,Billing,4,AI,53,No,3,2,High,No,0.057,3,2.5650000000000004
2682,Customer Support,2,Human,27,Yes,1,3,Low,No,0.037,1,1.6350000000000002
2683,HR,1,Human,27,Yes,1,3,Low,No,0.037,1,1.2350000000000003
2684,Technical,1,Human,58,Yes,1,0,High,No,0.017,3,0.99
2685,HR,1,AI,52,Yes,3,3,High,No,0.058,3,1.5600000000000003
2686,Customer Support,1,Human,35,Yes,5,3,High,No,0.143,3,1.4750000000000003
2687,Billing,3,AI,28,Yes,1,2,High,No,0.036,3,2.04
2688,Customer Support,2,AI,9,Yes,1,0,Medium,Yes,0.111,2,1.0450000000000002
2689,HR,4,AI,41,Yes,3,1,Medium,No,0.073,2,2.2050000000000005
2690,Technical,1,Human,53,Yes,1,0,Medium,No,0.019,2,0.865
2691,Customer Support,4,AI,33,Yes,5,2,Low,No,0.152,1,2.265
2692,Technical,5,Human,57,Yes,2,0,Low,No,0.035,1,2.3850000000000002
2693,HR,1,AI,59,Yes,2,2,Low,No,0.034,1,1.1950000000000003
2694,Technical,5,AI,23,Yes,3,1,Medium,No,0.13,2,2.5150000000000006
2695,Billing,2,Human,57,Yes,3,3,High,No,0.053,3,1.985
2696,Customer Support,2,AI,55,Yes,4,1,Medium,No,0.073,2,1.4749999999999999
2697,Technical,1,AI,44,Yes,3,3,Medium,No,0.068,2,1.4200000000000002
2698,Customer Support,3,AI,28,Yes,3,3,Low,No,0.107,1,2.04
2699,Billing,1,AI,31,Yes,3,0,High,No,0.097,3,0.8550000000000001
2700,Billing,5,Human,10,Yes,4,3,Low,No,0.4,1,2.75
2701,HR,2,Human,60,Yes,3,3,Medium,No,0.05,2,1.9000000000000001
2702,HR,3,AI,37,Yes,1,3,Medium,No,0.027,2,2.1850000000000005
2703,Technical,5,AI,9,Yes,3,1,Low,No,0.333,1,2.345
2704,Technical,5,AI,60,Yes,3,1,High,No,0.05,3,2.8
2705,HR,5,AI,35,Yes,2,2,Low,No,0.057,1,2.675
2706,Billing,2,AI,34,Yes,3,2,Medium,No,0.088,2,1.57
2707,Technical,5,AI,24,Yes,4,1,Medium,No,0.167,2,2.5200000000000005
2708,Technical,4,Human,54,Yes,3,0,Low,No,0.056,1,1.9700000000000002
2709,Customer Support,1,AI,32,Yes,5,3,Low,No,0.156,1,1.2600000000000002
2710,HR,4,Human,37,Yes,3,1,Medium,No,0.081,2,2.185
2711,Customer Support,1,AI,14,Yes,4,2,Medium,Yes,0.286,2,1.07
2712,Technical,4,Human,37,Yes,5,0,Low,No,0.135,1,1.8850000000000002
2713,Technical,1,Human,59,No,3,2,Medium,No,0.051,2,1.2950000000000002
2714,HR,5,AI,16,Yes,3,1,Medium,No,0.188,2,2.4800000000000004
2715,Billing,3,Human,21,Yes,4,0,High,No,0.19,3,1.6050000000000002
2716,Technical,4,AI,37,Yes,2,1,Low,No,0.054,1,2.085
2717,Billing,3,Human,50,Yes,3,2,Medium,No,0.06,2,2.0500000000000003
2718,Customer Support,1,AI,49,No,5,3,Low,No,0.102,1,1.3450000000000002
2719,Technical,1,AI,32,Yes,2,1,High,No,0.062,3,1.06
2720,Technical,3,Human,14,Yes,2,3,Low,No,0.143,1,1.9700000000000004
2721,HR,4,AI,9,Yes,5,3,Medium,No,0.556,2,2.4450000000000003
2722,Technical,1,AI,27,Yes,3,3,Medium,No,0.111,2,1.3350000000000002
2723,HR,4,Human,10,Yes,1,0,Medium,No,0.1,2,1.85
2724,Customer Support,4,Human,39,Yes,4,2,Medium,No,0.103,2,2.3950000000000005
2725,Technical,5,Human,19,Yes,2,3,Low,No,0.105,1,2.7950000000000004
2726,HR,1,AI,35,Yes,5,3,High,No,0.143,3,1.4750000000000003
2727,Customer Support,3,Human,21,Yes,2,0,High,No,0.095,3,1.6050000000000002
2728,Billing,3,AI,21,Yes,4,0,Medium,No,0.19,2,1.5050000000000001
2729,Technical,2,Human,34,Yes,2,2,Medium,No,0.059,2,1.57
2730,Billing,4,Human,41,Yes,2,2,Low,No,0.049,1,2.305
2731,Customer Support,1,Human,59,Yes,5,2,Low,No,0.085,1,1.1950000000000003
2732,Technical,3,AI,5,Yes,5,0,Medium,No,1.0,2,1.425
2733,Technical,2,Human,51,Yes,5,0,High,No,0.098,3,1.3550000000000002
2734,HR,4,Human,57,Yes,1,1,High,No,0.018,3,2.385
2735,HR,4,AI,32,Yes,4,3,Low,No,0.125,1,2.4600000000000004
2736,Billing,2,Human,34,Yes,4,1,Medium,No,0.118,2,1.3699999999999999
2737,Customer Support,1,AI,51,Yes,3,3,High,No,0.059,3,1.5550000000000002
2738,Customer Support,1,Human,43,Yes,3,1,Medium,No,0.07,2,1.015
2739,Customer Support,3,Human,32,Yes,3,0,High,No,0.094,3,1.6600000000000001
2740,Technical,5,Human,43,Yes,2,1,High,No,0.047,3,2.715
2741,Technical,5,Human,30,No,3,2,Medium,No,0.1,2,2.75
2742,Billing,3,Human,21,Yes,3,2,Medium,No,0.143,2,1.905
2743,Billing,4,Human,24,Yes,3,1,High,No,0.125,3,2.22
2744,HR,1,Human,21,Yes,1,3,High,No,0.048,3,1.405
2745,HR,5,AI,57,Yes,4,2,Low,No,0.07,1,2.785
2746,HR,2,AI,5,Yes,5,3,High,Yes,1.0,3,1.7250000000000003
2747,Customer Support,4,Human,50,Yes,4,1,High,No,0.08,3,2.3500000000000005
2748,Technical,3,Human,18,Yes,3,3,High,No,0.167,3,2.1900000000000004
2749,Billing,3,Human,49,Yes,5,0,Medium,No,0.102,2,1.6450000000000002
2750,Billing,2,AI,20,Yes,5,3,High,Yes,0.25,3,1.8
2751,Billing,4,Human,33,Yes,3,1,High,No,0.091,3,2.265
2752,HR,5,Human,22,Yes,2,2,Low,No,0.091,1,2.61
2753,HR,1,Human,18,Yes,3,2,Low,Yes,0.167,1,0.99
2754,Technical,1,Human,17,Yes,5,1,Medium,Yes,0.294,2,0.885
2755,Customer Support,3,Human,42,Yes,1,0,High,No,0.024,3,1.7100000000000002
2756,Billing,3,AI,23,Yes,1,2,Medium,No,0.043,2,1.9150000000000003
2757,Technical,3,AI,36,Yes,3,3,Low,No,0.083,1,2.08
2758,HR,4,Human,24,Yes,5,0,Low,No,0.208,1,1.8200000000000003
2759,HR,5,AI,21,Yes,5,0,Medium,No,0.238,2,2.305
